keyword,source,author,title,description,content,publishedAt,url
foreign aid withdrawal,Whyevolutionistrue.com,whyevolutionistrue,Sunday: Hili dialogue,"Welcome to Sabbath for goyische cats: it’s Sunday, May 25, 2025 and National Wine Day. I love sweet wines if they’re made well, and I invite you to review this 2023 post on what I think is the world’s greatest value for sweet wine.  Lustau also makes another …","Welcome to Sabbath for goyische cats: it’s Sunday, May 25, 2025 and National Wine Day. I love sweet wines if they’re made well, and I invite you to review this 2023 post on what I think is the world’… [+19297 chars]",2025-05-25T11:45:26Z,https://whyevolutionistrue.com/2025/05/25/sunday-hili-dialogue-535/
foreign aid withdrawal,Globalresearch.ca,Dr. Paul Craig Roberts,Is Putin’s Soft Touch Bringing War in Its Train? Paul C. Roberts,"“If Mr. Putin genuinely wants to save the lives of his soldiers and of his civilians then he should end the war conclusively and dramatically right now. This, I believe, is well within his power if he has the will …
The post Is Putin’s Soft Touch Bringing War…","If Mr. Putin genuinely wants to save the lives of his soldiers and of his civilians then he should end the war conclusively and dramatically right now. This, I believe, is well within his power if he… [+13314 chars]",2025-06-10T14:20:41Z,https://www.globalresearch.ca/putin-bringing-war-train/5890391
foreign aid withdrawal,NDTV News,Abhishek Chakraborty,"Days After India's Taliban Outreach, China Huddles With Pak, Afghanistan","Days after S Jaishankar spoke with the Taliban&#039;s acting Foreign Minister Amir Khan Muttaqi - the first ministerial-level outreach by India to Afghanistan&#039;s Taliban regime, China has moved swiftly to organise a meeting between Islamabad and Kabul.","Summary is AI generated, newsroom reviewed.
India's External Affairs Minister engaged with Taliban's Amir Khan Muttaqi.
China facilitated a meeting between Pakistan and Afghanistan's foreign minist… [+4678 chars]",2025-05-21T13:26:21Z,https://www.ndtv.com/world-news/days-after-indias-taliban-outreach-china-huddles-with-pakistan-afghanistan-8472044
foreign aid withdrawal,NPR,Viola Kosome,The women of No Sex for Fish are survivors — but their survival is precarious,"A group of women in Kenya rebelled against trading sex for a fisherman's catch to sell. They got their own boats, had success — but in past years have faced floods and now fears about HIV medications.","""Our members are surviving with grace,"" says Justine Adhiambo Obura, the chairperson of No Sex for Fish.
She's talking about a cooperative of 20 women who did the unthinkable. They are fishmongers f… [+10913 chars]",2025-06-01T12:49:51Z,https://www.npr.org/sections/goats-and-soda/2025/06/01/g-s1-69308/the-women-of-no-sex-for-fish-are-survivors-but-their-survival-is-precarious
foreign aid withdrawal,New York Post,Reuters,Russia sets out punitive terms at peace talks with Ukraine,"Russia told Ukraine at peace talks on Monday that it would only agree to end the war if Kyiv gives up big new chunks of territory and accepts limits on the size of its army, according to a memorandum reported by Russian media.","Russia told Ukraine at peace talks on Monday that it would only agree to end the war if Kyiv gives up big new chunks of territory and accepts limits on the size of its army, according to a memorandum… [+6694 chars]",2025-06-03T06:27:22Z,https://nypost.com/2025/06/03/world-news/russia-sets-out-punitive-terms-at-peace-talks-with-ukraine/
foreign aid withdrawal,Electronicintifada.net,Maureen Clare Murphy,Palestine in Pictures: May 2025,A monthly digest of key developments in Palestine showcasing powerful images by photojournalists.,"The Electronic Intifada6 June 2025
Rahaf Ayad, 12, photographed in Gaza City on 5 May, in critical condition due to malnutrition and undiagnosed illnesses amid Israels total closure of Gazas crossin… [+47099 chars]",2025-06-06T18:02:51Z,https://electronicintifada.net/content/palestine-pictures-may-2025/50728
foreign aid withdrawal,Whatisnuclear.com,Nick Touran,The Atomic Airplane,"13 hours of first-hand interviews and presentations on the Nuclear Powered Aircraft project, including a full transcript","In 1980s, veterans of the Aircraft Nuclear Propulsion program got together and
recorded nearly 13 hours of presentations and interviews describing the amazing
effort to make a nuclear-powered airpl… [+505930 chars]",2025-05-29T22:16:18Z,https://whatisnuclear.com/the-story-of-the-atomic-airplane.html
foreign aid withdrawal,Antiwar.com,Andrew P. Napolitano,Punishing Freedom: Trump’s Attack on the First Amendment,"All attempts by the government to evaluate the content of speech and deter or punish what the government and its benefactors hate or fear is un-American, unconstitutional and unlawful; and if not stopped, will reduce the American people to serfdom. During the…","All attempts by the government to evaluate the content of speech and deter or punish what the government and its benefactors hate or fear is un-American, unconstitutional and unlawful; and if not sto… [+6376 chars]",2025-05-29T04:00:07Z,https://original.antiwar.com/andrew-p-napolitano/2025/05/28/punishing-freedom/
foreign aid withdrawal,Tomdispatch.com,Alfred W. Mccoy,From USAID to US Harms,"With the Oval Office looking more like a middle school classroom every day, let’s recall the way, once upon a time, we responded to childhood taunts from a playground bully. You remember how it goes. Your nemesis says mockingly that you’re a this-or-that and …","With the Oval Office looking more like a middle school classroom every day, lets recall the way, once upon a time, we responded to childhood taunts from a playground bully. You remember how it goes. … [+17409 chars]",2025-05-27T18:29:14Z,https://tomdispatch.com/the-self-liquidation-of-u-s-global-leadership/
foreign aid withdrawal,ABC News,BABA AHMED Associated Press,"In Mali, USAID funding cuts hit a local language learning program that empowered thousands",U.S. funding cuts have hit a local language learning program in Mali that empowered thousands,"MOUNTOUGOULA, Mali -- For Aminata Doumbia, an 18-year-old Malian, the Shifin ni Tagne project was a path for her life dreams. A phrase meaning our future in the countrys main local language, it refer… [+5125 chars]",2025-05-21T05:26:28Z,https://abcnews.go.com/Business/wireStory/mali-usaid-funding-cuts-hit-local-language-learning-122018337
foreign aid withdrawal,Activistpost.com,Editor,Wars And Rumors Of Wars: 4 Major Global Conflicts That Have Reached A Tipping Point,"2025 is certainly turning out to be a year of war.  Unfortunately, it appears that several global conflicts have now reached a tipping point.  I know that everyone wants to talk about Joe Biden’s cancer right now, but the information that I am about to share …","2025 is certainly turning out to be a year of war.  Unfortunately, it appears that several global conflicts have now reached a tipping point.  I know that everyone wants to talk about Joe Bidens canc… [+8239 chars]",2025-05-23T22:00:00Z,https://www.activistpost.com/wars-and-rumors-of-wars-4-major-global-conflicts-that-have-reached-a-tipping-point/
foreign aid withdrawal,PBS,"Wafaa Shurafa, Associated Press, Samy Magdy, Associated Press, Melanie Lidman, Associated Press",Dozens in Gaza killed by Israeli strikes as critical aid fails to reach Palestinians,"The attacks killed at least 82 people, including several women and a week-old infant, according to the Gaza Health Ministry and area hospitals.","DEIR AL-BALAH, Gaza (AP) Israeli strikes continued to pound the Gaza Strip Wednesday, despite a surge in international anger at Israel’s widening offensive. The attacks killed at least 82 people, inc… [+7232 chars]",2025-05-21T16:28:41Z,https://www.pbs.org/newshour/world/dozens-in-gaza-killed-by-israeli-strikes-as-critical-aid-fails-to-reach-palestinians
foreign aid withdrawal,Freerepublic.com,WND News Center,‘Nobody told us that!’ Trump erupts on Harvard’s foreign secrecy,"President Donald Trump on Sunday blasted Harvard’s secrecy when it comes to the university’s large number of students from foreign countries. In a post on Truth Social, Trump said: “Why isn’t Harvard saying that almost 31% of their students are from FOREIGN L…","Skip to comments.
Nobody told us that! Trump erupts on Harvards foreign secrecyWND News Center ^
 | May 25, 2025 
 | Joe Kovacs
Posted on 05/26/2025 3:49:40 AM PDT by george76
President Donald T… [+5756 chars]",2025-05-26T10:49:40Z,https://freerepublic.com/focus/f-news/4319112/posts
foreign aid withdrawal,PBS,"Yesica Fisch, Associated Press, Tia Goldenberg, Associated Press",Gaza-bound aid boat with Greta Thunberg on board arrives in Israel after its seizure,A Gaza-bound aid boat carrying Greta Thunberg and other activists has arrived at an Israeli port after Israeli forces stopped and detained them.,JERUSALEM (AP) A Gaza-bound aid boat carrying Greta Thunberg and other activists arrived at an Israeli port Monday after Israeli forces stopped and detained them enforcing a longstanding blockade of … [+6661 chars],2025-06-09T21:06:36Z,https://www.pbs.org/newshour/world/gaza-bound-aid-boat-with-greta-thunberg-on-board-arrives-in-israel-after-its-seizure
foreign aid withdrawal,CBS News,,"Full transcript of ""Face the Nation with Margaret Brennan,"" May 25, 2025","On this ""Face the Nation with Margaret Brennan"" broadcast, House Speaker Mike Johnson and Cindy McCain join Margaret Brennan.","On this ""Face the Nation with Margaret Brennan"" broadcast, moderated by Ed O'Keefe: 
<ul><li>House Speaker Mike Johnson, Republican of Louisiana</li><li>Rep. Jim Himes, Democrat of Connecticut</li><… [+46853 chars]",2025-05-25T18:07:04Z,https://www.cbsnews.com/news/face-the-nation-full-transcript-05-25-2025/
foreign aid withdrawal,The Times of India,ET Online,Mollycoddling Munir: What's Trump planning with Pakistan military?,"Donald Trump's administration, once critical of Pakistan for allegedly harboring terrorists, now seeks closer ties, evidenced by General Munir's invitation to a US military parade. This shift is driven by strategic considerations beyond counter-terrorism, inc…","In January 2018, then-President Donald Trump began the new year with a blistering tweet aimed at Pakistan. He accused the country of betrayal. ""The United States has foolishly given Pakistan more tha… [+7337 chars]",2025-06-12T11:15:01Z,https://economictimes.indiatimes.com/news/international/global-trends/mollycoddling-munir-whats-trump-planning-with-pakistan-military/articleshow/121797919.cms
