keyword,source,author,title,description,content,summary,full_text,publishedAt,url,language
Trump Cuts Aid To Africa,Globalresearch.ca,Ahmed Adel,US Attempts to Prevent Colombia from Moving Closer to China Through Blackmail,"The rapprochement with China that Colombia’s accession to the Belt and Road Initiative represented did not go unnoticed by the Trump administration.
The post US Attempts to Prevent Colombia from Moving Closer to China Through Blackmail appeared first on Globa…","Colombias overtures toward China have sparked opposition from the United States, which has announced it will cut off funding for projects related to the Asian giant in the South American country. Thi… [+5862 chars]",,,2025-05-26T12:16:01Z,https://www.globalresearch.ca/us-prevent-colombia-moving-closer-china/5888247,
Trump Cuts Aid To Africa,Africasacountry.com,Mebratu Kelecha,Between Washington and Beijing,"Amid Trump’s tariffs, Africa faces trade disruptions, corporate power, and emerging partnerships in its quest to control its economic destiny.","Amid Trump’s tariffs, Africa faces trade disruptions, corporate power, and emerging partnerships in its quest to control its economic destiny.



 
 
 Port of Lagos, Nigeria. Image © Oussama Obeid vi… [+21739 chars]",,,2025-06-04T12:14:54Z,https://africasacountry.com/2025/06/between-washington-and-beijing/,
Trump Cuts Aid To Africa,Boston Herald,Associated Press,Cuts to USAID severed longstanding American support for Indigenous people around the world,"Without American help, Indigenous people in the Amazon are worried.","By GRAHAM LEE BREWER
NEW YORK (AP) Miguel Guimaraes Vasquez fought for years to protect his homeland in the Peruvian Amazon from deforestation related to the cocaine trade, even laboring under death… [+8305 chars]",,,2025-06-04T15:52:16Z,https://www.bostonherald.com/2025/06/04/indigenous-affairs-doge-cuts/,
Trump Cuts Aid To Africa,NPR,Patrick Adams,'Neglected tropical diseases' now face even more neglect,"U.S. aid cuts could jeopardize the supply of donated drugs that are hailed for their effectiveness in combating neglected diseases like river blindness, schistosomiasis and trachoma.","For close to two decades, the U.S. Agency for International Development has partnered with countries around the world to combat neglected tropical diseases, or NTDs. The term refers to a group of dis… [+13810 chars]",,,2025-06-05T15:15:13Z,https://www.npr.org/sections/goats-and-soda/2025/06/05/g-s1-70255/neglected-tropical-diseases-usaid-cuts-pharmaceuticals,
Trump Cuts Aid To Africa,ABC News,"ELLEN KNICKMEYER Associated Press, SAM MEDNICK Associated Press, FLORENCE METTIAUX Associated Press","Firms led by US military veterans deliver aid in Africa and Gaza, alarming humanitarian groups","In Gaza and Africa, U.S. contracting firms led by former American intelligence and military officers are taking on aid delivery in conflict zones","ON A PLANE OVER UPPER NILE STATE, South Sudan -- Swooping low over the banks of a Nile River tributary, an aid flight run by retired American military officers released a stream of food-stuffed sacks… [+8180 chars]",,,2025-06-18T05:34:29Z,https://abcnews.go.com/International/wireStory/firms-led-us-military-veterans-deliver-aid-africa-122957392,
Trump Cuts Aid To Africa,ABC News,EVELYNE MUSAMBI Associated Press,Food rations are halved in one of Africa's largest refugee camps after US aid cuts,"More than 300,000 refugees in the Kakuma camp in remote Kenya have had their food rations cut in half","KAKUMA, Kenya -- Martin Komol sighs as he inspects his cracked, mud-walled house that is one rain away from fully collapsing. Nothing seems to last for him and 300,000 other refugees in this remote K… [+4269 chars]",,,2025-06-20T04:38:27Z,https://abcnews.go.com/International/wireStory/food-rations-halved-africas-largest-refugee-camps-after-123029257,
Trump Cuts Aid To Africa,esquire.com,Josh Rosenberg,"Bono Is ""Very Angry"" at Donald Trump's Budget Cuts to Foreign Aid Relief","“The most unbelievable carnage imaginable is happening to our work,” the U2 frontman says.","Bono isnt afraid to speak his mind. In our new cover story, the U2 singer and AIDS relief advocate tells Esquire that he's very angry with the state of the world today. The United States has been a p… [+2612 chars]",,,2025-05-28T18:14:00Z,https://www.esquire.com/entertainment/a64905913/bono-donald-trump-foreign-aid-relief/,
Trump Cuts Aid To Africa,Biztoc.com,semafor.com,Trump to slash malaria program,"Cuts to US overseas aid could lead to an extra 13 million cases of malaria and 10,000 deaths in Africa this year, Lancet modeling suggested.
President Donald Trump wants to halve the budget for a George W. Bush-era program that provides bed nets, insecticide,…","Cuts to US overseas aid could lead to an extra 13 million cases of malaria and 10,000 deaths in Africa this year, Lancet modeling suggested.President Donald Trump wants to halve the budget for a Geor… [+141 chars]",,,2025-06-20T11:04:29Z,https://biztoc.com/x/601c40df782a1818,
Trump Cuts Aid To Africa,NPR,Gabrielle Emanuel,"An AIDS orphan, a pastor and his frantic search for the meds that keep her alive","In the wake of U.S. aid cuts, Pastor Billy is reminded of his twin sister's death from AIDS. He doesn't want 9-year-old Diana, who's HIV-positive, to meet the same fate.","Night had fallen hours ago, but Billiance Chondwe was not slowing down.
On Feb. 20, he frantically tapped out texts on WhatsApp, dialed distant acquaintances and left voice messages from his home in… [+23923 chars]",,,2025-06-13T09:00:00Z,https://www.npr.org/sections/goats-and-soda/2025/06/13/g-s1-70964/trump-africa-hiv-aids-orphan-usaid,
Trump Cuts Aid To Africa,Biztoc.com,reuters.com,Trump aid cuts deal a blow to HIV prevention in Africa,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Tesla delay its robotaxi rollout? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Trumps Iran decision a… [+737 chars]",,,2025-06-20T06:16:13Z,https://biztoc.com/x/6987f923dd7a8de4,
Trump Cuts Aid To Africa,The New Yorker,Jonathan Blitzer,Trump Makes America’s Refugee Program a Tool of White Racial Grievance,Jonathan Blitzer on which people the President thinks need our protection and how a forty-year-old bipartisan humanitarian effort has been subverted.,"The chaos of Donald Trumps Presidency often obscures its rank consistency. Only a few hours into his second term, Trump signed an executive order suspending the admission of refugees to the United St… [+6686 chars]",,,2025-06-01T10:00:00Z,https://www.newyorker.com/magazine/2025/06/09/trump-makes-americas-refugee-program-a-tool-of-white-racial-grievance,
Trump Cuts Aid To Africa,The Daily Caller,Eireann Van Natta,‘Surveillance State’: NYT Report On Palantir Sparks Backlash From MAGA,Palantir made headlines when The New York Times claimed Trump intended to deploy it to create a surveillance database — a report Palantir fiercely denies.,Palantir Technologies became a new target for MAGA supporters when the New York Times (NYT) claimed the Trump administration intended to use the company to collect data on Americans. While Palantir s… [+11029 chars],,,2025-06-21T17:04:27Z,https://dailycaller.com/2025/06/21/palantir-alex-karp-maga-surveillance-nyt-steve-bannon/,
Trump Cuts Aid To Africa,NBC News,"Sahil Kapur, Scott Wong","House Republicans vote to claw back $9.4 billion in funding for foreign aid, NPR and PBS",The Republican-led House voted 214-212 on Thursday to pass a proposal from President Donald Trump to cancel $9.4 billion in previously approved federal funding,"The Republican-led House voted 214-212 on Thursday to pass a proposal from President Donald Trump to cancel $9.4 billion in previously approved federal funding.
The rescissions package would claw ba… [+2568 chars]",,,2025-06-12T19:57:23Z,https://www.nbcnews.com/politics/congress/house-republicans-vote-claw-back-94-billion-funding-foreign-aid-npr-pb-rcna211740,
Trump Cuts Aid To Africa,Biztoc.com,bloomberg.com,"East Africa Plans Spending Boost to Offset Global Risk, Aid Cuts",,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did GameStop shares plunge recently? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Treasury's crypto predi… [+739 chars]",,,2025-06-12T17:54:31Z,https://biztoc.com/x/f3075a8018e21d33,
Trump Cuts Aid To Africa,Creativeapplications.net,atomless,"Predictive Capital – Roads to terminal alienation, soil to server farm, reason to vibe","Get full content RSS Feed

So-called ‘AI’ —more accurately: Predictive Capital— is the latest instrument in Capital’s apparatus of alienation. It steals our work, simulates our labour, reanimates our expression, autocompletes our thought, then pronounces us d…","Prologue
For my family &amp; in loving memory of my father,Paul Andre Tindall.
We proceed from an actual economic fact. 
The worker becomes all the poorer the more wealth he produces, the more his… [+421212 chars]",,,2025-06-09T12:20:37Z,https://www.creativeapplications.net/theory/predictive-capital/,
Trump Cuts Aid To Africa,Yahoo Entertainment,Nick Dall in Cape Town,‘I don’t want my boy to be positive’: pregnant women face sky-high viral loads as cuts hit HIV care in Africa,"As the withdrawal of US funding disrupts treatment and halts crucial research in South Africa, clinics fear the resurgence of mother-to-child transmission of...","Aphelele Mafilika was born HIV positive in 2004. Put on antiretrovirals (ARVs) as a baby, she has been on the life-saving medication ever since and has lived a normal life. No longer. Now, I have a p… [+8397 chars]",,,2025-06-16T06:00:38Z,https://www.yahoo.com/news/don-t-want-boy-positive-060038585.html,
Trump Cuts Aid To Africa,Defense One,Patrick Tucker and Audrey Decker,China owns the ‘narrative’ of future conflict if the US crushes the satellite imagery biz,Experts say potential cuts to commercial satellite imagery would hurt public understanding of what adversaries are doing.,Congress is weighing potential reductions to the National Reconnaissance Office's budget for acquiring commercial satellite imagerya move that could set the U.S. remote sensing industry back signific… [+8389 chars],,,2025-06-04T23:22:39Z,https://www.defenseone.com/threats/2025/06/china-owns-narrative-future-conflict-if-us-crushes-satellite-imagery-biz/405823/,
Trump Cuts Aid To Africa,MSNBC,Paul Waldman,Elon Musk departs DOGE with a horrific legacy,"Elon Musk’s time with the Department of Government Efficiency has ended, but not before a press availability at the White House alongside President Donald Trump.","Elon Musks government service has supposedly come to an end, with the billionaire decamping to his company town of Starbase, Texas. Except there he was in the Oval Office on Friday, in a press availa… [+5988 chars]",,,2025-05-31T10:00:00Z,https://www.msnbc.com/opinion/msnbc-opinion/elon-musk-leaves-doge-trump-legacy-rcna209823,
Trump Cuts Aid To Africa,Newsweek,Mandy Taheri,Steve Bannon Trashes Trump Admin's DOGE Effort—'Delivered Zero',Former White House chief strategist Steve Bannon called out DOGE for not delivering on fraud.,"Steve Bannon called out the Department of Government Efficiency's efforts to reduce waste, fraud and abuse, saying that the White House task force that was helmed by Elon Musk ""delivered zero.""
News… [+4178 chars]",,,2025-06-11T19:54:47Z,https://www.newsweek.com/steve-bannon-trashes-trump-admins-doge-effortdelivered-zero-2084181,
Trump Cuts Aid To Africa,The Conversation Africa,"Lucy Xiaolu Wang, Assistant Professor, Department of Resource Economics, UMass Amherst, Nahim Bin Zahur, Assistant Professor of Economics, Queen's University, Ontario","When developing countries band together, lifesaving drugs become cheaper and easier to buy − with trade-offs",Pharmaceutical companies have little incentive to sell drugs to countries that can’t afford them. But bargaining together can increase access to vital treatments worldwide.,"Pooling procurement of drugs could increase the availability of essential treatments around the globe. narvo vexar/iStock via Getty Images Plus
Procuring lifesaving drugs is a daunting challenge in … [+8144 chars]",,,2025-06-17T12:34:40Z,https://theconversation.com/when-developing-countries-band-together-lifesaving-drugs-become-cheaper-and-easier-to-buy-with-trade-offs-255383,
